Index,Title,Link,Year,Certification,Runtime,Genres,Rating,Description,Gross,Director,Stars
992,Schock,https://www.imdb.com/title/tt0075651/,1977,,95,Horror,6.3,A couple is terrorized in their new house haunted by the vengeful ghost of the woman's former husband who possesses her young son.,,"Mario Bava, Lamberto Bava","Daria Nicolodi, John Steiner, David Colin Jr., Ivan Rassimov"
993,The Possession of Michael King,https://www.imdb.com/title/tt2282016/,2014,R,83,Horror,5.7,"After poor advice from a psychic leads to the death of his wife, a man vows to disprove the existence of the paranormal by allowing himself to be possessed by demons.",,David Jung,"Shane Johnson, Ella Anderson, Cara Pifko, Julie McNiven"
994,The Vault of Horror,https://www.imdb.com/title/tt0070868/,1973,,87,Horror,6.6,An anthology of five horror stories shared by five men trapped in the basement of an office building.,,Roy Ward Baker,"Curd JÃ¼rgens, Terry-Thomas, Tom Baker, Daniel Massey"
995,2019 - Dopo la caduta di New York,https://www.imdb.com/title/tt0085125/,1983,,96,"Action, Horror, Sci-Fi",5.6,See full summary,,Sergio Martino,"Michael Sopkiw, Valentine Monnier, George Eastman, Anna Kanakis"
996,The Outing,https://www.imdb.com/title/tt0091707/,1987,,87,Horror,5.1,See full summary,"1,083,395",Tom Daley,"Deborah Winters, James Huston, Andra St. Ivanyi, Scott Bankston"
997,The Unseen,https://www.imdb.com/title/tt0083261/,1980,,89,"Horror, Thriller",5.3,A trio of female reporters find themselves staying overnight in a house occupied by a hostile being lurking in the basement.,,Danny Steinmann,"Barbara Bach, Karen Lamm, Stephen Furst, Lelia Goldoni"
998,The First Power,https://www.imdb.com/title/tt0099578/,1990,,98,"Crime, Horror, Thriller",5.7,"A dedicated L.A. police detective and a female psychic must stop a demonic serial killer who was given the powers of resurrection, teleportation and possession.","22,424,195",Robert Resnikoff,"Lou Diamond Phillips, Tracy Griffith, Jeff Kober, Mykelti Williamson"
999,Still/Born,https://www.imdb.com/title/tt6087426/,2017,R,87,"Horror, Thriller",5.4,See full summary,,Brandon Christensen,"Christie Burke, Jesse Moss, Rebecca Olson, Jenn Griffin"
"1,000",Wicked Little Things,https://www.imdb.com/title/tt0470000/,2006,R,94,"Drama, Fantasy, Horror",5.1,"Karen, Sarah, and Emma Tunney are all moving to a small town in Pennsylvania where, unknown to them, in 1913, a horrid mine accident trapped dozens of children alive, underground. But there's a problem. They're still alive.",,J.S. Cardone,"Lori Heuring, Scout Taylor-Compton, ChloÃ« Grace Moretz, Geoffrey Lewis"
"1,001",Silent Night,https://www.imdb.com/title/tt2347497/,2012,R,94,"Comedy, Horror, Mystery",5.2,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,"9,672",Steven C. Miller,"Malcolm McDowell, Jaime King, Donal Logue, Rick Skene"
"1,002",The Manitou,https://www.imdb.com/title/tt0077904/,1978,PG,104,"Horror, Sci-Fi",5.3,A psychic's girlfriend finds out that a lump on her back is a growing reincarnation of a 400 year-old demonic Native American spirit.,,William Girdler,"Tony Curtis, Susan Strasberg, Michael Ansara, Stella Stevens"
"1,003",The Candy Snatchers,https://www.imdb.com/title/tt0069840/,1973,,94,"Crime, Horror, Thriller",6.4,"A mute boy stumbles upon a teenage girl kidnapped and buried alive by three young psychopathic criminals who want to extort diamonds from her rich stepfather, but can he help her?",,Guerdon Trueblood,"Tiffany Bolling, Ben Piazza, Susan Sennett, Brad David"
"1,004",Act of Vengeance,https://www.imdb.com/title/tt0072067/,1974,,90,"Crime, Drama, Horror",5.5,Linda gets raped by a man in a hockey mask. She finds that a few other women have had the same treatment. Together they form a squad that starts looking for the man and also changes the mind of would-be rapists.,,Bob Kelljan,"Jo Ann Harris, Peter Brown, Jennifer Lee Pryor, Lisa Moore"
"1,005",The Revenant,https://www.imdb.com/title/tt1336006/,2009,R,117,"Comedy, Fantasy, Horror",6.3,"In Los Angeles, a fallen soldier who has joined the ranks of the living dead reunites with his best friend in order to deal with the city's drug dealers and killers - a perfect way to collect the blood that one of them so desperately needs.",,D. Kerry Prior,"David Anders, Chris Wylde, Louise Griffiths, Jacy King"
"1,006",Vacancy 2: The First Cut,https://www.imdb.com/title/tt1204979/,2008,R,86,"Horror, Thriller",5.0,"Three young people check into the Meadow View Inn for a night's rest, fully unaware of the inn's sick-minded employees and their nefarious intentions.",,Eric Bross,"Agnes Bruckner, David Moscow, Scott Anderson, Arjay Smith"
"1,007",Roger Corman's Frankenstein Unbound,https://www.imdb.com/title/tt0099612/,1990,,85,"Drama, Horror, Sci-Fi",5.5,See full summary,"334,748",Roger Corman,"John Hurt, Raul Julia, Nick Brimble, Bridget Fonda"
"1,008",Prison,https://www.imdb.com/title/tt0095904/,1987,,102,"Crime, Drama, Horror",5.8,"The spirit of a long-dead prisoner returns for revenge, haunting the prison's new governor.","354,704",Renny Harlin,"Lane Smith, Viggo Mortensen, Chelsea Field, Lincoln Kilpatrick"
"1,009",Santa's Slay,https://www.imdb.com/title/tt0393685/,2005,R,78,"Comedy, Fantasy, Horror",5.3,"Santa Claus is actually a demon who lost a bet with an Angel, so he becomes the giver of toys and happiness. But when the bet is off, he returns to his evil ways.",,David Steiman,"Bill Goldberg, Douglas Smith, Emilie de Ravin, Robert Culp"
"1,010",Maniac Cop 3: Badge of Silence,https://www.imdb.com/title/tt0104808/,1992,R,85,"Action, Horror",5.0,See full summary,,William Lustig,"Robert Davi, Robert Z'Dar, Caitlin Dulany, Gretchen Becker"
"1,011",Satan's Little Helper,https://www.imdb.com/title/tt0380687/,2004,R,96,"Comedy, Horror",5.3,A naive young boy unknowingly becomes the pawn of a serial killer.,,Jeff Lieberman,"Alexander Brickel, Katheryn Winnick, Stephen Graham, Amanda Plummer"
"1,012",De lift,https://www.imdb.com/title/tt0087622/,1983,,95,"Fantasy, Horror, Sci-Fi",6.2,"An elevator mysteriously begins to function intelligently on its own, where victims who go near the elevator or use it are killed.",,Dick Maas,"Huub Stapel, Willeke van Ammelrooy, Josine van Dalsum, Liz Snoyink"
"1,013",Of Unknown Origin,https://www.imdb.com/title/tt0086036/,1983,,89,"Horror, Thriller",6.1,"A man becomes destructively obsessed with killing a dangerous rat, which has taken residence in his, recently renovated, house.","1,080,470",George P. Cosmatos,"Peter Weller, Jennifer Dale, Lawrence Dane, Kenneth Welsh"
"1,014",Mirror Mirror,https://www.imdb.com/title/tt0100156/,1990,,104,"Horror, Thriller",5.6,"A teenage girl begins receiving black magic power through an antique mirror that drips blood, not realizing the mirror is controlled by demonic forces.",,Marina Sargenti,"Karen Black, Yvonne De Carlo, William Sanderson, Rainbow Harvest"
"1,015",Ratter,https://www.imdb.com/title/tt3836512/,2015,R,80,"Drama, Horror, Thriller",5.5,A young graduate student is tormented by a stalker who hacks into her electronic devices and monitors her every move.,,Branden Kramer,"Ashley Benson, Matt McGorry, Kaili Vernoff, Rebecca Naomi Jones"
"1,016",Tormented,https://www.imdb.com/title/tt1100053/,2009,,91,"Comedy, Horror",5.1,A bullied teenager comes back from the dead to take revenge on his classmates.,,Jon Wright,"Alex Pettyfer, April Pearson, Dimitri Leonidas, Calvin A. Dean"
"1,017",Sweet Sixteen,https://www.imdb.com/title/tt0083146/,1983,,88,"Horror, Thriller",5.2,"Teenager Melissa moves into a small town filled with racial prejudice and bullying, and each time she meets up with one of the boys in town, they end up murdered - but who is the killer?",,Jim Sotos,"Bo Hopkins, Susan Strasberg, Patrick Macnee, Don Stroud"
"1,018",Ai no bÃ´rei,https://www.imdb.com/title/tt0077132/,1978,,105,"Drama, Horror, Romance",7.0,"A married woman and her lover murder her husband and dump his body into a well. After a while, his ghost comes to haunt them while the local gossip grows stronger.",,Nagisa Ãshima,"Tatsuya Fuji, Kazuko Yoshiyuki, Takahiro Tamura, TakuzÃ´ Kawatani"
"1,019",The Dead,https://www.imdb.com/title/tt1386925/,2010,R,105,"Action, Adventure, Drama",5.7,"An American mercenary, the sole survivor of a plane crash, has to run the gauntlet across Africa, battling with the living dead.",,"Howard J. Ford, Jonathan Ford","Rob Freeman, Prince David Oseia, David Dontoh, Ben Crowe"
"1,020",Straightheads,https://www.imdb.com/title/tt0480011/,2007,R,80,"Crime, Drama, Horror",5.6,"After surviving a gang rape and mugging, a middle aged businesswoman and her 23 year old boyfriend plot to murder their attackers, but find themselves conflicted about carrying out their plans.",,Dan Reed,"Danny Dyer, Gillian Anderson, Adam Rayner, Antony Byrne"
"1,021",The Grave,https://www.imdb.com/title/tt0116446/,1996,R,90,"Comedy, Horror",5.7,Two prisoners escape with the help of their jailer to search for a treasure that is supposedly buried with a dead millionaire.,,Jonas Pate,"Craig Sheffer, Gabrielle Anwar, Josh Charles, Donal Logue"
"1,022",Dead Shack,https://www.imdb.com/title/tt6401004/,2017,R,85,"Action, Comedy, Horror",5.5,"While staying at a cabin in the woods during the weekend, three teenage kids discover their neighbor is 'feeding' guests to her zombie family. In short order, the battle is on as the kids fight to save themselves and their family.",,Peter Ricq,"Matthew Nelson-Mahood, Lizzie Boys, Gabriel LaBelle, Lauren Holly"
"1,023",Pembalasan Ratu Pantai Selatan,https://www.imdb.com/title/tt0095483/,1989,,82,"Action, Horror",5.6,"The spirit of an ancient evil queen posesses the body of a young anthropological student, who then goes on a murderous rampage.",,H. Tjut Djalil,"Barbara Anne Constable, Christopher J. Hart, Claudia Angelique Rademaker, Joseph P. McGlynn"
"1,024",Tales That Witness Madness,https://www.imdb.com/title/tt0070770/,1973,,90,Horror,5.7,A psychiatrist tells stories of four special cases to a colleague.,,Freddie Francis,"Jack Hawkins, Donald Pleasence, Georgia Brown, Donald Houston"
"1,025",Wu gong zhou,https://www.imdb.com/title/tt0096467/,1982,,93,Horror,5.3,"A crazed evil wizard uses his powers to take revenge on beautiful women by making them vomit up live centipedes, which then proceed to eat their victims.",,Keith Li,"Tien-Lang Li, Kiu Wai Miu, Hussein Abu Hassan, Chu-Kwong Chan"
"1,026",Toolbox Murders,https://www.imdb.com/title/tt0367153/,2004,R,95,"Horror, Mystery, Thriller",5.3,"A historic Hollywood hotel houses a supernatural evil. It's been subdued for decades, but when renovations start, a series of murders take place.",,Tobe Hooper,"Angela Bettis, Brent Roam, Marco RodrÃ­guez, Rance Howard"
"1,027",Pin,https://www.imdb.com/title/tt0095871/,1988,,103,"Horror, Thriller",6.6,"Isolated by his strange parents, Leon finds solace in an imaginary friend, which happens to be an anatomy doll from his father's doctor office. Unfortunately, the doll begins to take over Leon's life, and his sister's life as well.",,Sandor Stern,"David Hewlett, Cynthia Preston, Terry O'Quinn, Bronwen Mantel"
"1,028",Campfire Tales,https://www.imdb.com/title/tt0115813/,1997,R,88,Horror,5.9,"A group of teens entertain themselves by telling an anthology of famous urban legends with a modern twist; including make-out-point, monsters, psychopaths, and ghosts.",,"Matt Cooper, Martin Kunert, David Semel","James Marsden, Amy Smart, Frederick Lawrence, Christopher Masterson"
"1,029",Bosque de sombras,https://www.imdb.com/title/tt0473333/,2006,,97,"Drama, Horror, Thriller",5.7,An English couple's holiday in Spain is interrupted when they discover a girl imprisoned in a cabin.,,Koldo Serra,"Gary Oldman, Virginie Ledoyen, Paddy Considine, Aitana SÃ¡nchez-GijÃ³n"
"1,030",Rammbock,https://www.imdb.com/title/tt1583356/,2010,R,63,"Action, Drama, Horror",6.3,See full summary,,Marvin Kren,"Michael Fuith, Theo Trebs, Anka Graczyk, Emily Cox"
"1,031",Dead End Drive-In,https://www.imdb.com/title/tt0090915/,1986,,88,"Action, Drama, Horror",6.0,"In the future, a health nut and his girlfriend find themselves trapped in a drive-in theater that has become a concentration camp for outcast youths, who are placated with new wave music, junk food, drugs, exploitation movies, and racism.",,Brian Trenchard-Smith,"Ned Manning, Natalie McCurry, Peter Whitford, Wilbur Wilde"
"1,032",Storm Warning,https://www.imdb.com/title/tt0800367/,2007,R,86,"Horror, Thriller",5.8,"A yuppie couple lost in a thick, brush-filled marsh seek refuge at an isolated farmhouse only to discover they've jumped out of the frying pan into the fire.",,Jamie Blanks,"Nadia FarÃ¨s, Robert Taylor, David Lyons, Mathew Wilkinson"
"1,033",The Abandoned,https://www.imdb.com/title/tt0475937/,2006,R,99,"Horror, Mystery, Thriller",5.6,An adopted woman returns to her home country and the family home that she never knew and must face the mystery that lies there.,"1,255,524",Nacho CerdÃ ,"Anastasia Hille, Karel Roden, Valentin Goshev, Valentin Ganev"
"1,034",Infestation,https://www.imdb.com/title/tt1020543/,2009,R,91,"Action, Adventure, Comedy",5.9,"A slacker awakes to find himself weak and wrapped in a webbing; after realizing that the world has been taken over by giant alien insects, he wakes a ragtag group of strangers and together they fight for survival.",,Kyle Rankin,"Chris Marquette, Brooke Nevin, Kinsey Packard, E. Quincy Sloan"
"1,035",Basket Case 2,https://www.imdb.com/title/tt0099108/,1990,,90,"Comedy, Horror",5.4,Duane and his basket-bound mutant brother are taken in by a secret home for wayward freaks with journalists hot on their tail.,,Frank Henenlotter,"Kevin Van Hentenryck, Judy Grafe, Annie Ross, Heather Rattray"
"1,036",Altered,https://www.imdb.com/title/tt0457275/,2006,R,88,"Horror, Sci-Fi, Thriller",5.6,"Fifteen years ago, a group of men's lives were forever changed by a strange occurrence. Now, the same group of men will spend a night together ... in terror.",,Eduardo SÃ¡nchez,"Adam Kaufman, Catherine Mangan, Brad William Henke, Michael C. Williams"
"1,037",The Kiss,https://www.imdb.com/title/tt0095454/,1988,,101,"Drama, Fantasy, Horror",5.5,"After the death of her mother, a teenage girl is faced with bizarre supernatural occurrences when her mother's estranged sister arrives and begins to infiltrate her and her father's lives.","1,869,148",Pen Densham,"Joanna Pacula, Meredith Salenger, Mimi Kuzyk, Nicholas Kilbertus"
"1,038",Les lÃ¨vres rouges,https://www.imdb.com/title/tt0067690/,1971,,87,Horror,6.6,"A newlywed couple are passing through a vacation resort. Their paths cross with a mysterious, strikingly beautiful countess and her aide.",,Harry KÃ¼mel,"Delphine Seyrig, John Karlen, Danielle Ouimet, Andrea Rau"
"1,039",The Burrowers,https://www.imdb.com/title/tt0445939/,2008,R,96,"Horror, Thriller, Western",5.7,In the Wild West a rescue party sets out to find a family of settlers that has vanished from their home under mysterious circumstances.,,J.T. Petty,"Clancy Brown, David Busse, William Mapother, Jocelin Donahue"
"1,040",Fade to Black,https://www.imdb.com/title/tt0080711/,1980,,102,"Comedy, Crime, Horror",5.9,Marilyn Monroe,,Vernon Zimmerman,"Dennis Christopher, Tim Thomerson, Gwynne Gilford, Norman Burton"
